,0
1722,"['올리', '브_', '피', '망', '_', '양', '상', '추', '_', '토', '마', '토_', '빼', '주', '시', '고_', '홀', '스', '래', '디', '쉬', '_', '머', '스타', '드_', '사우', '스', '웨', '스트_', '치', '폴', '레_', '넣', '어', '주', '세요_']"
1723,"['양', '상', '추', '_', '토', '마', '토_', '피', '클', '_', '빼', '주', '시', '고_', '레', '드', '와', '인식', '초_', '올리', '브_', '오', '일_', '사우', '스', '웨', '스트_', '치', '폴', '레_', '넣', '어', '주', '세요_']"
1724,"['양', '상', '추', '_', '피', '망', '_', '토', '마', '토_', '양', '파_', '빼', '주', '시', '고_', '허', '니_', '머', '스타', '드_', '스', '위', '트_', '칠', '리_', '머', '스타', '드_', '넣', '어', '주', '세요_']"
1725,"['양', '파_', '토', '마', '토_', '피', '망', '_', '양', '상', '추', '_', '빼', '주', '시', '고_', '스', '위', '트_', '어', '니', '언_', '스', '위', '트_', '칠', '리_', '핫', '_', '칠', '리_', '넣', '어', '주', '세요_']"
1726,"['피', '망', '_', '양', '파_', '올리', '브_', '빼', '주', '시', '고_', '스', '위', '트_', '칠', '리_', '후', '추', '_', '핫', '_', '칠', '리_', '넣', '어', '주', '세요_']"
1727,"['양', '상', '추', '_', '피', '망', '_', '할', '라', '피', '뇨', '_', '빼', '주', '시', '고_', '핫', '_', '칠', '리_', '레', '드', '와', '인식', '초_', '마', '요', '네', '즈_', '넣', '어', '주', '세요_']"
1728,"['양', '상', '추', '_', '피', '클', '_', '올리', '브_', '토', '마', '토_', '빼', '주', '시', '고_', '랜', '치_', '머', '스타', '드_', '핫', '_', '칠', '리_', '넣', '어', '주', '세요_']"
1729,"['올리', '브_', '피', '클', '_', '오', '이_', '피', '망', '_', '빼', '주', '시', '고_', '후', '추', '_', '스', '위', '트_', '칠', '리_', '랜', '치_', '넣', '어', '주', '세요_']"
1730,"['양', '상', '추', '_', '토', '마', '토_', '양', '파_', '할', '라', '피', '뇨', '_', '빼', '주', '시', '고_', '홀', '스', '래', '디', '쉬', '_', '스', '위', '트_', '칠', '리_', '스', '위', '트_', '어', '니', '언_', '넣', '어', '주', '세요_']"
1731,"['양', '파_', '피', '클', '_', '양', '상', '추', '_', '올리', '브_', '빼', '주', '시', '고_', '올리', '브_', '오', '일_', '마', '요', '네', '즈_', '스', '위', '트_', '어', '니', '언_', '넣', '어', '주', '세요_']"
1732,"['피', '망', '_', '양', '파_', '양', '상', '추', '_', '올리', '브_', '빼', '주', '시', '고_', '홀', '스', '래', '디', '쉬', '_', '소', '금_', '후', '추', '_', '넣', '어', '주', '세요_']"
1733,"['올리', '브_', '양', '상', '추', '_', '오', '이_', '양', '파_', '빼', '주', '시', '고_', '마', '요', '네', '즈_', '스', '위', '트_', '어', '니', '언_', '스', '위', '트_', '칠', '리_', '넣', '어', '주', '세요_']"
1734,"['오', '이_', '올리', '브_', '양', '파_', '토', '마', '토_', '빼', '주', '시', '고_', '스', '모', '크_', '바', '비', '큐', '_', '랜', '치_', '홀', '스', '래', '디', '쉬', '_', '넣', '어', '주', '세요_']"
1735,"['올리', '브_', '피', '클', '_', '양', '파_', '피', '망', '_', '빼', '주', '시', '고_', '후', '추', '_', '올리', '브_', '오', '일_', '넣', '어', '주', '세요_']"
1736,"['올리', '브_', '오', '이_', '할', '라', '피', '뇨', '_', '피', '클', '_', '빼', '주', '시', '고_', '후', '추', '_', '랜', '치_', '허', '니_', '머', '스타', '드_', '넣', '어', '주', '세요_']"
1737,"['올리', '브_', '피', '클', '_', '빼', '주', '시', '고_', '허', '니_', '머', '스타', '드_', '올리', '브_', '오', '일_', '머', '스타', '드_', '넣', '어', '주', '세요_']"
1738,"['올리', '브_', '피', '클', '_', '양', '상', '추', '_', '빼', '주', '시', '고_', '핫', '_', '칠', '리_', '올리', '브_', '오', '일_', '마', '요', '네', '즈_', '넣', '어', '주', '세요_']"
1739,"['양', '파_', '피', '망', '_', '오', '이_', '빼', '주', '시', '고_', '홀', '스', '래', '디', '쉬', '_', '핫', '_', '칠', '리_', '랜', '치_', '넣', '어', '주', '세요_']"
1740,"['양', '상', '추', '_', '할', '라', '피', '뇨', '_', '오', '이_', '올리', '브_', '빼', '주', '시', '고_', '허', '니_', '머', '스타', '드_', '머', '스타', '드_', '스', '위', '트_', '칠', '리_', '넣', '어', '주', '세요_']"
1741,"['할', '라', '피', '뇨', '_', '피', '망', '_', '오', '이_', '토', '마', '토_', '빼', '주', '시', '고_', '후', '추', '_', '스', '위', '트_', '칠', '리_', '스', '위', '트_', '어', '니', '언_', '넣', '어', '주', '세요_']"
1742,"['오', '이_', '양', '상', '추', '_', '피', '클', '_', '피', '망', '_', '빼', '주', '시', '고_', '스', '위', '트_', '칠', '리_', '올리', '브_', '오', '일_', '사우', '스', '웨', '스트_', '치', '폴', '레_', '넣', '어', '주', '세요_']"
1743,"['양', '상', '추', '_', '할', '라', '피', '뇨', '_', '오', '이_', '피', '망', '_', '빼', '주', '시', '고_', '마', '요', '네', '즈_', '사우', '스', '웨', '스트_', '치', '폴', '레_', '넣', '어', '주', '세요_']"
1744,"['할', '라', '피', '뇨', '_', '올리', '브_', '오', '이_', '양', '파_', '빼', '주', '시', '고_', '소', '금_', '허', '니_', '머', '스타', '드_', '사우', '스', '웨', '스트_', '치', '폴', '레_', '넣', '어', '주', '세요_']"
1745,"['피', '클', '_', '양', '파_', '할', '라', '피', '뇨', '_', '올리', '브_', '빼', '주', '시', '고_', '소', '금_', '스', '모', '크_', '바', '비', '큐', '_', '사우', '스', '웨', '스트_', '치', '폴', '레_', '넣', '어', '주', '세요_']"
1746,"['양', '상', '추', '_', '오', '이_', '올리', '브_', '토', '마', '토_', '빼', '주', '시', '고_', '머', '스타', '드_', '사우', '스', '웨', '스트_', '치', '폴', '레_', '스', '위', '트_', '어', '니', '언_', '넣', '어', '주', '세요_']"
1747,"['할', '라', '피', '뇨', '_', '올리', '브_', '피', '클', '_', '양', '상', '추', '_', '빼', '주', '시', '고_', '허', '니_', '머', '스타', '드_', '스', '위', '트_', '칠', '리_', '홀', '스', '래', '디', '쉬', '_', '넣', '어', '주', '세요_']"
1748,"['할', '라', '피', '뇨', '_', '피', '클', '_', '양', '파_', '빼', '주', '시', '고_', '핫', '_', '칠', '리_', '머', '스타', '드_', '올리', '브_', '오', '일_', '넣', '어', '주', '세요_']"
1749,"['오', '이_', '피', '망', '_', '할', '라', '피', '뇨', '_', '양', '파_', '빼', '주', '시', '고_', '사우', '스', '웨', '스트_', '치', '폴', '레_', '허', '니_', '머', '스타', '드_', '홀', '스', '래', '디', '쉬', '_', '넣', '어', '주', '세요_']"
1750,"['올리', '브_', '양', '파_', '피', '망', '_', '피', '클', '_', '빼', '주', '시', '고_', '스', '위', '트_', '칠', '리_', '홀', '스', '래', '디', '쉬', '_', '후', '추', '_', '넣', '어', '주', '세요_']"
1751,"['할', '라', '피', '뇨', '_', '오', '이_', '피', '망', '_', '양', '파_', '빼', '주', '시', '고_', '후', '추', '_', '홀', '스', '래', '디', '쉬', '_', '머', '스타', '드_', '넣', '어', '주', '세요_']"
1752,"['오', '이_', '양', '파_', '피', '망', '_', '피', '클', '_', '빼', '주', '시', '고_', '마', '요', '네', '즈_', '레', '드', '와', '인식', '초_', '핫', '_', '칠', '리_', '넣', '어', '주', '세요_']"
1753,"['양', '상', '추', '_', '피', '클', '_', '할', '라', '피', '뇨', '_', '올리', '브_', '빼', '주', '시', '고_', '스', '위', '트_', '어', '니', '언_', '홀', '스', '래', '디', '쉬', '_', '스', '모', '크_', '바', '비', '큐', '_', '넣', '어', '주', '세요_']"
1754,"['양', '상', '추', '_', '피', '클', '_', '오', '이_', '할', '라', '피', '뇨', '_', '빼', '주', '시', '고_', '스', '위', '트_', '어', '니', '언_', '스', '모', '크_', '바', '비', '큐', '_', '핫', '_', '칠', '리_', '넣', '어', '주', '세요_']"
1755,"['양', '상', '추', '_', '피', '클', '_', '할', '라', '피', '뇨', '_', '토', '마', '토_', '빼', '주', '시', '고_', '핫', '_', '칠', '리_', '후', '추', '_', '소', '금_', '넣', '어', '주', '세요_']"
1756,"['양', '상', '추', '_', '올리', '브_', '양', '파_', '할', '라', '피', '뇨', '_', '빼', '주', '시', '고_', '스', '모', '크_', '바', '비', '큐', '_', '허', '니_', '머', '스타', '드_', '소', '금_', '넣', '어', '주', '세요_']"
1757,"['피', '망', '_', '할', '라', '피', '뇨', '_', '올리', '브_', '빼', '주', '시', '고_', '스', '모', '크_', '바', '비', '큐', '_', '후', '추', '_', '핫', '_', '칠', '리_', '넣', '어', '주', '세요_']"
1758,"['오', '이_', '양', '상', '추', '_', '올리', '브_', '토', '마', '토_', '빼', '주', '시', '고_', '머', '스타', '드_', '소', '금_', '마', '요', '네', '즈_', '넣', '어', '주', '세요_']"
1759,"['양', '상', '추', '_', '할', '라', '피', '뇨', '_', '올리', '브_', '오', '이_', '빼', '주', '시', '고_', '스', '위', '트_', '칠', '리_', '후', '추', '_', '홀', '스', '래', '디', '쉬', '_', '넣', '어', '주', '세요_']"
1760,"['피', '망', '_', '양', '상', '추', '_', '올리', '브_', '피', '클', '_', '빼', '주', '시', '고_', '스', '모', '크_', '바', '비', '큐', '_', '소', '금_', '올리', '브_', '오', '일_', '넣', '어', '주', '세요_']"
1761,"['피', '클', '_', '양', '파_', '오', '이_', '빼', '주', '시', '고_', '스', '모', '크_', '바', '비', '큐', '_', '마', '요', '네', '즈_', '홀', '스', '래', '디', '쉬', '_', '넣', '어', '주', '세요_']"
1762,"['피', '클', '_', '양', '상', '추', '_', '오', '이_', '빼', '주', '시', '고_', '스', '위', '트_', '어', '니', '언_', '핫', '_', '칠', '리_', '후', '추', '_', '넣', '어', '주', '세요_']"
1763,"['양', '상', '추', '_', '토', '마', '토_', '할', '라', '피', '뇨', '_', '오', '이_', '빼', '주', '시', '고_', '머', '스타', '드_', '스', '위', '트_', '칠', '리_', '허', '니_', '머', '스타', '드_', '넣', '어', '주', '세요_']"
1764,"['피', '클', '_', '할', '라', '피', '뇨', '_', '피', '망', '_', '올리', '브_', '빼', '주', '시', '고_', '소', '금_', '올리', '브_', '오', '일_', '머', '스타', '드_', '넣', '어', '주', '세요_']"
1765,"['할', '라', '피', '뇨', '_', '피', '클', '_', '올리', '브_', '토', '마', '토_', '빼', '주', '시', '고_', '스', '위', '트_', '칠', '리_', '레', '드', '와', '인식', '초_', '후', '추', '_', '넣', '어', '주', '세요_']"
1766,"['오', '이_', '피', '클', '_', '토', '마', '토_', '올리', '브_', '빼', '주', '시', '고_', '머', '스타', '드_', '핫', '_', '칠', '리_', '홀', '스', '래', '디', '쉬', '_', '넣', '어', '주', '세요_']"
1767,"['피', '클', '_', '피', '망', '_', '할', '라', '피', '뇨', '_', '양', '파_', '빼', '주', '시', '고_', '마', '요', '네', '즈_', '머', '스타', '드_', '핫', '_', '칠', '리_', '넣', '어', '주', '세요_']"
1768,"['할', '라', '피', '뇨', '_', '토', '마', '토_', '피', '망', '_', '올리', '브_', '빼', '주', '시', '고_', '스', '위', '트_', '칠', '리_', '머', '스타', '드_', '허', '니_', '머', '스타', '드_', '넣', '어', '주', '세요_']"
1769,"['양', '상', '추', '_', '할', '라', '피', '뇨', '_', '피', '망', '_', '양', '파_', '빼', '주', '시', '고_', '레', '드', '와', '인식', '초_', '홀', '스', '래', '디', '쉬', '_', '스', '위', '트_', '어', '니', '언_', '넣', '어', '주', '세요_']"
1770,"['오', '이_', '토', '마', '토_', '할', '라', '피', '뇨', '_', '올리', '브_', '빼', '주', '시', '고_', '랜', '치_', '핫', '_', '칠', '리_', '올리', '브_', '오', '일_', '넣', '어', '주', '세요_']"
1771,"['올리', '브_', '토', '마', '토_', '할', '라', '피', '뇨', '_', '양', '상', '추', '_', '빼', '주', '시', '고_', '스', '위', '트_', '어', '니', '언_', '스', '위', '트_', '칠', '리_', '허', '니_', '머', '스타', '드_', '넣', '어', '주', '세요_']"
1772,"['피', '클', '_', '할', '라', '피', '뇨', '_', '오', '이_', '피', '망', '_', '빼', '주', '시', '고_', '스', '위', '트_', '칠', '리_', '랜', '치_', '소', '금_', '넣', '어', '주', '세요_']"
1773,"['오', '이_', '피', '클', '_', '토', '마', '토_', '빼', '주', '시', '고_', '마', '요', '네', '즈_', '소', '금_', '허', '니_', '머', '스타', '드_', '넣', '어', '주', '세요_']"
1774,"['할', '라', '피', '뇨', '_', '토', '마', '토_', '양', '상', '추', '_', '빼', '주', '시', '고_', '머', '스타', '드_', '스', '위', '트_', '어', '니', '언_', '후', '추', '_', '넣', '어', '주', '세요_']"
1775,"['할', '라', '피', '뇨', '_', '오', '이_', '토', '마', '토_', '양', '파_', '빼', '주', '시', '고_', '사우', '스', '웨', '스트_', '치', '폴', '레_', '머', '스타', '드_', '레', '드', '와', '인식', '초_', '넣', '어', '주', '세요_']"
1776,"['올리', '브_', '피', '클', '_', '할', '라', '피', '뇨', '_', '토', '마', '토_', '빼', '주', '시', '고_', '머', '스타', '드_', '레', '드', '와', '인식', '초_', '스', '모', '크_', '바', '비', '큐', '_', '넣', '어', '주', '세요_']"
1777,"['오', '이_', '양', '파_', '양', '상', '추', '_', '할', '라', '피', '뇨', '_', '빼', '주', '시', '고_', '랜', '치_', '스', '위', '트_', '어', '니', '언_', '소', '금_', '넣', '어', '주', '세요_']"
1778,"['피', '클', '_', '피', '망', '_', '양', '파_', '오', '이_', '빼', '주', '시', '고_', '허', '니_', '머', '스타', '드_', '마', '요', '네', '즈_', '넣', '어', '주', '세요_']"
1779,"['올리', '브_', '오', '이_', '양', '파_', '토', '마', '토_', '빼', '주', '시', '고_', '스', '모', '크_', '바', '비', '큐', '_', '올리', '브_', '오', '일_', '핫', '_', '칠', '리_', '넣', '어', '주', '세요_']"
1780,"['양', '파_', '올리', '브_', '빼', '주', '시', '고_', '레', '드', '와', '인식', '초_', '핫', '_', '칠', '리_', '소', '금_', '넣', '어', '주', '세요_']"
1781,"['토', '마', '토_', '할', '라', '피', '뇨', '_', '양', '상', '추', '_', '피', '클', '_', '빼', '주', '시', '고_', '핫', '_', '칠', '리_', '스', '위', '트_', '칠', '리_', '레', '드', '와', '인식', '초_', '넣', '어', '주', '세요_']"
1782,"['올리', '브_', '할', '라', '피', '뇨', '_', '피', '망', '_', '빼', '주', '시', '고_', '사우', '스', '웨', '스트_', '치', '폴', '레_', '핫', '_', '칠', '리_', '올리', '브_', '오', '일_', '넣', '어', '주', '세요_']"
1783,"['할', '라', '피', '뇨', '_', '토', '마', '토_', '양', '파_', '양', '상', '추', '_', '빼', '주', '시', '고_', '스', '위', '트_', '칠', '리_', '핫', '_', '칠', '리_', '올리', '브_', '오', '일_', '넣', '어', '주', '세요_']"
1784,"['양', '상', '추', '_', '할', '라', '피', '뇨', '_', '피', '클', '_', '양', '파_', '빼', '주', '시', '고_', '스', '위', '트_', '칠', '리_', '스', '모', '크_', '바', '비', '큐', '_', '올리', '브_', '오', '일_', '넣', '어', '주', '세요_']"
1785,"['양', '파_', '올리', '브_', '오', '이_', '할', '라', '피', '뇨', '_', '빼', '주', '시', '고_', '스', '모', '크_', '바', '비', '큐', '_', '마', '요', '네', '즈_', '핫', '_', '칠', '리_', '넣', '어', '주', '세요_']"
1786,"['피', '망', '_', '오', '이_', '피', '클', '_', '양', '파_', '빼', '주', '시', '고_', '스', '위', '트_', '칠', '리_', '소', '금_', '넣', '어', '주', '세요_']"
1787,"['양', '상', '추', '_', '토', '마', '토_', '피', '망', '_', '피', '클', '_', '빼', '주', '시', '고_', '올리', '브_', '오', '일_', '스', '위', '트_', '어', '니', '언_', '사우', '스', '웨', '스트_', '치', '폴', '레_', '넣', '어', '주', '세요_']"
1788,"['토', '마', '토_', '양', '상', '추', '_', '오', '이_', '피', '클', '_', '빼', '주', '시', '고_', '랜', '치_', '허', '니_', '머', '스타', '드_', '후', '추', '_', '넣', '어', '주', '세요_']"
1789,"['피', '망', '_', '토', '마', '토_', '빼', '주', '시', '고_', '스', '위', '트_', '칠', '리_', '스', '모', '크_', '바', '비', '큐', '_', '넣', '어', '주', '세요_']"
1790,"['피', '망', '_', '피', '클', '_', '양', '파_', '올리', '브_', '빼', '주', '시', '고_', '스', '모', '크_', '바', '비', '큐', '_', '랜', '치_', '마', '요', '네', '즈_', '넣', '어', '주', '세요_']"
1791,"['토', '마', '토_', '오', '이_', '피', '클', '_', '양', '파_', '빼', '주', '시', '고_', '머', '스타', '드_', '랜', '치_', '레', '드', '와', '인식', '초_', '넣', '어', '주', '세요_']"
1792,"['올리', '브_', '오', '이_', '할', '라', '피', '뇨', '_', '피', '망', '_', '빼', '주', '시', '고_', '스', '위', '트_', '칠', '리_', '머', '스타', '드_', '허', '니_', '머', '스타', '드_', '넣', '어', '주', '세요_']"
1793,"['오', '이_', '양', '상', '추', '_', '토', '마', '토_', '양', '파_', '빼', '주', '시', '고_', '홀', '스', '래', '디', '쉬', '_', '핫', '_', '칠', '리_', '소', '금_', '넣', '어', '주', '세요_']"
1794,"['오', '이_', '올리', '브_', '토', '마', '토_', '양', '상', '추', '_', '빼', '주', '시', '고_', '머', '스타', '드_', '후', '추', '_', '레', '드', '와', '인식', '초_', '넣', '어', '주', '세요_']"
1795,"['오', '이_', '피', '클', '_', '할', '라', '피', '뇨', '_', '피', '망', '_', '빼', '주', '시', '고_', '홀', '스', '래', '디', '쉬', '_', '소', '금_', '랜', '치_', '넣', '어', '주', '세요_']"
1796,"['토', '마', '토_', '할', '라', '피', '뇨', '_', '올리', '브_', '오', '이_', '빼', '주', '시', '고_', '랜', '치_', '홀', '스', '래', '디', '쉬', '_', '사우', '스', '웨', '스트_', '치', '폴', '레_', '넣', '어', '주', '세요_']"
1797,"['양', '상', '추', '_', '오', '이_', '토', '마', '토_', '양', '파_', '빼', '주', '시', '고_', '스', '위', '트_', '어', '니', '언_', '홀', '스', '래', '디', '쉬', '_', '핫', '_', '칠', '리_', '넣', '어', '주', '세요_']"
1798,"['양', '파_', '올리', '브_', '양', '상', '추', '_', '빼', '주', '시', '고_', '스', '위', '트_', '어', '니', '언_', '레', '드', '와', '인식', '초_', '마', '요', '네', '즈_', '넣', '어', '주', '세요_']"
1799,"['피', '망', '_', '할', '라', '피', '뇨', '_', '피', '클', '_', '빼', '주', '시', '고_', '레', '드', '와', '인식', '초_', '머', '스타', '드_', '스', '위', '트_', '어', '니', '언_', '넣', '어', '주', '세요_']"
1800,"['위', '트_', '15', '센', '티', '미', '터_', '로', '티', '세', '리_', '바', '비', '큐', '_', '치', '킨', '로_', '해주', '시', '고요_', '채', '소는_', '오', '이_', '할', '라', '피', '뇨', '_', '빼', '주', '시', '고_', '랜', '치_', '로_', '해주', '세요_']"
1801,"['파', '마', '산_', '6', '인', '치_', '로', '스트_', '치', '킨', '로_', '해주', '시', '고요_', '채', '소는_', '할', '라', '피', '뇨', '_', '피', '클', '_', '빼', '주', '시', '고_', '후', '추', '_', '로_', '해주', '세요_']"
1802,"['화', '이', '트_', '30', '센', '티_', '터', '키_', '베이', '컨', '_', '아', '보', '카', '도로_', '해주', '시', '고요_', '채', '소는_', '올리', '브_', '양', '파_', '빼', '주', '시', '고_', '올리', '브_', '오', '일_', '으로_', '해주', '세요_']"
1803,"['화', '이', '트_', '15', '센', '티_', '로', '티', '세', '리_', '바', '비', '큐', '_', '치', '킨', '로_', '해주', '시', '고요_', '채', '소는_', '올리', '브_', '오', '이_', '빼', '주', '시', '고_', '핫', '_', '칠', '리_', '로_', '해주', '세요_']"
1804,"['허', '니', '오', '트_', '30', '센', '치_', '페', '퍼_', '치', '킨_', '슈', '니', '첼', '로_', '해주', '시', '고요_', '채', '소는_', '양', '상', '추', '_', '피', '클', '_', '빼', '주', '시', '고_', '올리', '브_', '오', '일_', '으로_', '해주', '세요_']"
1805,"['파', '마', '산_', '30', '센', '티_', '터', '키', '로_', '해주', '시', '고요_', '채', '소는_', '오', '이_', '토', '마', '토_', '빼', '주', '시', '고_', '사우', '스', '웨', '스트_', '치', '폴', '레_', '로_', '해주', '세요_']"
1806,"['파', '마', '산', '오', '레', '가', '노_', '30', 'c', 'm_', '페', '퍼', '로', '니_', '피', '자_', '썹', '로_', '해주', '시', '고요_', '채', '소는_', '토', '마', '토_', '할', '라', '피', '뇨', '_', '빼', '주', '시', '고_', '허', '니_', '머', '스타', '드_', '로_', '해주', '세요_']"
1807,"['하', '티_', '15', 'c', 'm_', '페', '퍼', '로', '니_', '피', '자_', '썹', '로_', '해주', '시', '고요_', '채', '소는_', '피', '망', '_', '할', '라', '피', '뇨', '_', '빼', '주', '시', '고_', '올리', '브_', '오', '일_', '으로_', '해주', '세요_']"
1808,"['하', '티_', '15', '센', '티_', '이탈', '리아', 'ᆫ', '_', 'b', 'l', 't', '로_', '해주', '시', '고요_', '채', '소는_', '토', '마', '토_', '빼', '주', '시', '고_', '후', '추', '_', '로_', '해주', '세요_']"
1809,"['파', '마', '산', '오', '레', '가', '노_', '30', '센', '치_', '페', '퍼', '로', '니_', '피', '자_', '썹', '로_', '해주', '시', '고요_', '채', '소는_', '피', '망', '_', '올리', '브_', '빼', '주', '시', '고_', '스', '모', '크_', '바', '비', '큐', '_', '로_', '해주', '세요_']"
1810,"['플', '랫', '_', '6', '인', '치_', '이탈', '리아', 'ᆫ', '_', 'b', 'l', 't', '로_', '해주', '시', '고요_', '채', '소는_', '오', '이_', '할', '라', '피', '뇨', '_', '빼', '주', '시', '고_', '올리', '브_', '오', '일_', '으로_', '해주', '세요_']"
1811,"['하', '티_', '15', '센', '치_', '햄', '로_', '해주', '시', '고요_', '채', '소는_', '피', '클', '_', '피', '망', '_', '빼', '주', '시', '고_', '소', '금_', '으로_', '해주', '세요_']"
1812,"['화', '이', '트_', '15', '센', '티_', '에', '그', '마', '요', '로_', '해주', '시', '고요_', '채', '소는_', '토', '마', '토_', '올리', '브_', '빼', '주', '시', '고_', '스', '위', '트_', '칠', '리_', '로_', '해주', '세요_']"
1813,"['플', '랫', '_', '15', '센', '티_', '비', '엘', '티', '로_', '해주', '시', '고요_', '채', '소는_', '양', '파_', '토', '마', '토_', '빼', '주', '시', '고_', '허', '니_', '머', '스타', '드_', '로_', '해주', '세요_']"
1814,"['허', '니', '오', '트_', '풋', '롱', '_', 'k', '바', '비', '큐', '로_', '해주', '시', '고요_', '채', '소는_', '할', '라', '피', '뇨', '_', '피', '클', '_', '빼', '주', '시', '고_', '마', '요', '네', '즈_', '로_', '해주', '세요_']"
1815,"['위', '트_', '15', '센', '티', '미', '터_', '이탈', '리아', 'ᆫ', '_', 'b', 'l', 't', '로_', '해주', '시', '고요_', '채', '소는_', '양', '파_', '오', '이_', '빼', '주', '시', '고_', '레', '드', '와', '인식', '초_', '로_', '해주', '세요_']"
1816,"['파', '마', '산', '오', '레', '가', '노_', '6', 'in', 'ch', '_', '이탈', '리아', 'ᆫ', '_', '비', '엠', '티', '로_', '해주', '시', '고요_', '채', '소는_', '양', '상', '추', '_', '올리', '브_', '빼', '주', '시', '고_', '핫', '_', '칠', '리_', '로_', '해주', '세요_']"
1817,"['플', '랫', '_', '30', '센', '치_', '치', '킨_', '데', '리', '야', '끼', '로_', '해주', '시', '고요_', '채', '소는_', '양', '상', '추', '_', '피', '클', '_', '빼', '주', '시', '고_', '소', '금_', '으로_', '해주', '세요_']"
1818,"['파', '마', '산', '오', '레', '가', '노_', '30', 'c', 'm_', '햄', '로_', '해주', '시', '고요_', '채', '소는_', '오', '이_', '할', '라', '피', '뇨', '_', '빼', '주', '시', '고_', '사우', '스', '웨', '스트_', '치', '폴', '레_', '로_', '해주', '세요_']"
1819,"['위', '트_', '15', '센', '티', '미', '터_', '로', '스트_', '치', '킨', '로_', '해주', '시', '고요_', '채', '소는_', '양', '상', '추', '_', '오', '이_', '빼', '주', '시', '고_', '허', '니_', '머', '스타', '드_', '로_', '해주', '세요_']"
1820,"['하', '티_', '15', '센', '티_', '쉬', '림', '프로_', '해주', '시', '고요_', '채', '소는_', '올리', '브_', '할', '라', '피', '뇨', '_', '빼', '주', '시', '고_', '스', '위', '트_', '어', '니', '언_', '으로_', '해주', '세요_']"
1821,"['플', '랫', '_', '30', '센', '티', '미', '터_', '에', '그', '마', '요', '로_', '해주', '시', '고요_', '채', '소는_', '피', '망', '_', '할', '라', '피', '뇨', '_', '빼', '주', '시', '고_', '허', '니_', '머', '스타', '드_', '로_', '해주', '세요_']"
1822,"['파', '마', '산', '오', '레', '가', '노_', '30', '센', '치_', '터', '키', '로_', '해주', '시', '고요_', '채', '소는_', '오', '이_', '할', '라', '피', '뇨', '_', '빼', '주', '시', '고_', '홀', '스', '래', '디', '쉬', '_', '로_', '해주', '세요_']"
1823,"['플', '랫', '_', '30', '센', '치_', '스', '테이', '크_', '앤', '_', '치', '즈', '로_', '해주', '시', '고요_', '채', '소는_', '피', '망', '_', '할', '라', '피', '뇨', '_', '빼', '주', '시', '고_', '스', '위', '트_', '어', '니', '언_', '으로_', '해주', '세요_']"
1824,"['플', '랫', '_', '15', '센', '치', '미', '터_', '페', '퍼', '로', '니_', '피', '자_', '썹', '로_', '해주', '시', '고요_', '채', '소는_', '올리', '브_', '토', '마', '토_', '빼', '주', '시', '고_', '홀', '스', '래', '디', '쉬', '_', '로_', '해주', '세요_']"
1825,"['파', '마', '산_', '15', 'c', 'm_', '비', '엘', '티', '로_', '해주', '시', '고요_', '채', '소는_', '양', '상', '추', '_', '할', '라', '피', '뇨', '_', '빼', '주', '시', '고_', '올리', '브_', '오', '일_', '으로_', '해주', '세요_']"
1826,"['허', '니', '오', '트_', '15', '센', '티_', '미', '트', '볼', '로_', '해주', '시', '고요_', '채', '소는_', '양', '파_', '피', '망', '_', '빼', '주', '시', '고_', '레', '드', '와', '인식', '초_', '로_', '해주', '세요_']"
1827,"['플', '랫', '_', '15', '센', '치_', '햄', '로_', '해주', '시', '고요_', '채', '소는_', '양', '파_', '토', '마', '토_', '빼', '주', '시', '고_', '올리', '브_', '오', '일_', '으로_', '해주', '세요_']"
1828,"['플', '랫', '_', '30', '센', '티', '미', '터_', '풀', '드_', '포', '크_', '바', '비', '큐', '로_', '해주', '시', '고요_', '채', '소는_', '양', '파_', '올리', '브_', '빼', '주', '시', '고_', '스', '위', '트_', '어', '니', '언_', '으로_', '해주', '세요_']"
1829,"['파', '마', '산_', '15', 'c', 'm_', '참', '치', '로_', '해주', '시', '고요_', '채', '소는_', '양', '파_', '빼', '주', '시', '고_', '스', '위', '트_', '어', '니', '언_', '으로_', '해주', '세요_']"
1830,"['하', '티_', '15', '센', '치_', '이탈', '리아', 'ᆫ', '_', '비', '엠', '티', '로_', '해주', '시', '고요_', '채', '소는_', '올리', '브_', '빼', '주', '시', '고_', '랜', '치_', '로_', '해주', '세요_']"
1831,"['파', '마', '산', '오', '레', '가', '노_', '15', '센', '티_', '페', '퍼_', '치', '킨_', '슈', '니', '첼', '로_', '해주', '시', '고요_', '채', '소는_', '올리', '브_', '할', '라', '피', '뇨', '_', '빼', '주', '시', '고_', '허', '니_', '머', '스타', '드_', '로_', '해주', '세요_']"
1832,"['파', '마', '산', '오', '레', '가', '노_', '15', '센', '치', '미', '터_', '풀', '드_', '포', '크_', '바', '비', '큐', '로_', '해주', '시', '고요_', '채', '소는_', '토', '마', '토_', '오', '이_', '빼', '주', '시', '고_', '핫', '_', '칠', '리_', '로_', '해주', '세요_']"
1833,"['위', '트_', '15', '센', '치', '미', '터_', '로', '티', '세', '리_', '바', '비', '큐', '_', '치', '킨', '로_', '해주', '시', '고요_', '채', '소는_', '양', '파_', '양', '상', '추', '_', '빼', '주', '시', '고_', '랜', '치_', '로_', '해주', '세요_']"
